Nom	Nature	Classe	Structure	Effort nominal	Tau	Effort transversal en DP	Tau en DP	Caché	Hauteur totale	Element de base	Nom CAPFT	NomGESPOT	Description	Largeurbase	Epaisseurbase	bC3	bC3C	Graphique
13 A 20     	BE	A   	S	20	0.35	-1	1000	0	13	-1	13 A 20     		Ancien poteau béton simple rectangulaire	268	580	0	0	RECT
13 A 25     	BE	A   	S	25	0.35	-1	1000	0	13	-1	13 A 25     		Ancien poteau béton simple rectangulaire	268	580	0	0	RECT
13 B 2      	BE	B   	S	2	0.6	-1	1000	0	13	-1	13 B 2      		Ancien poteau béton simple rectangulaire	276	420	0	0	RECT
13 B 2,5    	BE	B   	S	2.5	0.6	-1	1000	0	13	-1	13 B 2,5    		Ancien poteau béton simple rectangulaire	276	420	0	0	RECT
13 B 3      	BE	B   	S	3	0.6	-1	1000	0	13	-1	13 B 3      		Ancien poteau béton simple rectangulaire	276	420	0	0	RECT
13 B 4      	BE	B   	S	4	0.6	-1	1000	0	13	-1	13 B 4      		Ancien poteau béton simple rectangulaire	276	420	0	0	RECT
13 B 5      	BE	B   	S	5	0.6	-1	1000	0	13	-1	13 B 5      		Ancien poteau béton simple rectangulaire	300	460	0	0	RECT
13 B 6,5    	BE	B   	S	6.5	0.6	-1	1000	0	13	-1	13 B 6,5    		Ancien poteau béton simple rectangulaire	300	460	0	0	RECT
13 B 8      	BE	B   	S	8	0.6	-1	1000	0	13	-1	13 B 8      		Ancien poteau béton simple rectangulaire	324	500	0	0	RECT
13 B 10     	BE	B   	S	10	0.6	-1	1000	0	13	-1	13 B 10     		Ancien poteau béton simple rectangulaire	324	500	0	0	RECT
13 B 12,5   	BE	B   	S	12.5	0.6	-1	1000	0	13	-1	13 B 12,5   		Ancien poteau béton simple rectangulaire	324	500	0	0	RECT
13 B 16     	BE	B   	S	16	0.6	-1	1000	0	13	-1	13 B 16     		Ancien poteau béton simple rectangulaire	348	540	0	0	RECT
13 B 20     	BE	B   	S	20	0.6	-1	1000	0	13	-1	13 B 20     		Ancien poteau béton simple rectangulaire	372	580	0	0	RECT
13 B 25     	BE	B   	S	25	0.6	-1	1000	0	13	-1	13 B 25     		Ancien poteau béton simple rectangulaire	396	620	0	0	RECT
13 B 32     	BE	B   	S	32	0.6	-1	1000	0	13	-1	13 B 32     		Ancien poteau béton simple rectangulaire	396	620	0	0	RECT
13 C 2,5    	BE	C   	S	2.5	1	-1	1000	0	13	-1	13 C 2,5    		Ancien poteau béton simple carré ou rond	390	390	0	0	CARRE
13 C 3      	BE	C   	S	3	1	-1	1000	0	13	-1	13 C 3      		Ancien poteau béton simple carré ou rond	390	390	0	0	CARRE
13 C 4      	BE	C   	S	4	1	-1	1000	0	13	-1	13 C 4      		Ancien poteau béton simple carré ou rond	390	390	0	0	CARRE
13 C 5      	BE	C   	S	5	1	-1	1000	0	13	-1	13 C 5      		Ancien poteau béton simple carré ou rond	425	425	0	0	CARRE
13 C 6,5    	BE	C   	S	6.5	1	-1	1000	0	13	-1	13 C 6,5    		Ancien poteau béton simple carré ou rond	425	425	0	0	CARRE
13 C 8      	BE	C   	S	8	1	-1	1000	0	13	-1	13 C 8      		Ancien poteau béton simple carré ou rond	460	460	0	0	CARRE
13 C 10     	BE	C   	S	10	1	-1	1000	0	13	-1	13 C 10     		Ancien poteau béton simple carré ou rond	460	460	0	0	CARRE
13 C 12,5   	BE	C   	S	12.5	1	-1	1000	0	13	-1	13 C 12,5   		Ancien poteau béton simple carré ou rond	495	495	0	0	CARRE
13 C 16     	BE	C   	S	16	1	-1	1000	0	13	-1	13 C 16     		Ancien poteau béton simple carré ou rond	530	530	0	0	CARRE
13 C 20     	BE	C   	S	20	1	-1	1000	0	13	-1	13 C 20     		Ancien poteau béton simple carré ou rond	530	530	0	0	CARRE
13 C 25     	BE	C   	S	25	1	-1	1000	0	13	-1	13 C 25     		Ancien poteau béton simple carré ou rond	565	565	0	0	CARRE
13 C 32     	BE	C   	S	32	1	-1	1000	0	13	-1	13 C 32     		Ancien poteau béton simple carré ou rond	600	600	0	0	CARRE
13 C 40     	BE	C   	S	40	1	-1	1000	0	13	-1	13 C 40     		Ancien poteau béton simple carré ou rond	600	600	0	0	CARRE
13 JA 1,50  	BE	JA  	S	3	0.35	-1	1000	0	13	-1	13 JA 1,50  		Ancien poteau béton jumelé	408	420	0	0	RECTD
13 JA 2     	BE	JA  	S	4	0.35	-1	1000	0	13	-1	13 JA 2     		Ancien poteau béton jumelé	408	420	0	0	RECTD
13 JA 2,5   	BE	JA  	S	5	0.35	-1	1000	0	13	-1	13 JA 2,5   		Ancien poteau béton jumelé	408	420	0	0	RECTD
13 JA 3     	BE	JA  	S	6	0.35	-1	1000	0	13	-1	13 JA 3     		Ancien poteau béton jumelé	440	460	0	0	RECTD
13 JA 4     	BE	JA  	S	8	0.35	-1	1000	0	13	-1	13 JA 4     		Ancien poteau béton jumelé	440	460	0	0	RECTD
13 JA 5     	BE	JA  	S	10	0.35	-1	1000	0	13	-1	13 JA 5     		Ancien poteau béton jumelé	440	460	0	0	RECTD
13 JA 6,5   	BE	JA  	S	13	0.35	-1	1000	0	13	-1	13 JA 6,5   		Ancien poteau béton jumelé	472	500	0	0	RECTD
13 JA 8     	BE	JA  	S	16	0.35	-1	1000	0	13	-1	13 JA 8     		Ancien poteau béton jumelé	472	500	0	0	RECTD
13 JA 10    	BE	JA  	S	20	0.35	-1	1000	0	13	-1	13 JA 10    		Ancien poteau béton jumelé	472	500	0	0	RECTD
13 JA 12,5  	BE	JA  	S	25	0.35	-1	1000	0	13	-1	13 JA 12,5  		Ancien poteau béton jumelé	504	540	0	0	RECTD
13 JA 16    	BE	JA  	S	32	0.35	-1	1000	0	13	-1	13 JA 16    		Ancien poteau béton jumelé	504	540	0	0	RECTD
13 JA 20    	BE	JA  	S	40	0.35	-1	1000	0	13	-1	13 JA 20    		Ancien poteau béton jumelé	536	580	0	0	RECTD
13 JA 25    	BE	JA  	S	50	0.35	-1	1000	0	13	-1	13 JA 25    		Ancien poteau béton jumelé	536	580	0	0	RECTD
13 JB 2     	BE	JB  	S	4	0.6	-1	1000	0	13	-1	13 JB 2     		Ancien poteau béton jumelé	552	420	0	0	RECTD
13 JB 2,5   	BE	JB  	S	5	0.6	-1	1000	0	13	-1	13 JB 2,5   		Ancien poteau béton jumelé	552	420	0	0	RECTD
13 JB 3     	BE	JB  	S	6	0.6	-1	1000	0	13	-1	13 JB 3     		Ancien poteau béton jumelé	552	420	0	0	RECTD
13 JB 4     	BE	JB  	S	8	0.6	-1	1000	0	13	-1	13 JB 4     		Ancien poteau béton jumelé	552	420	0	0	RECTD
13 JB 5     	BE	JB  	S	10	0.6	-1	1000	0	13	-1	13 JB 5     		Ancien poteau béton jumelé	600	460	0	0	RECTD
13 JB 6,5   	BE	JB  	S	13	0.6	-1	1000	0	13	-1	13 JB 6,5   		Ancien poteau béton jumelé	600	460	0	0	RECTD
13 JB 8     	BE	JB  	S	16	0.6	-1	1000	0	13	-1	13 JB 8     		Ancien poteau béton jumelé	648	500	0	0	RECTD
13 JB 10    	BE	JB  	S	20	0.6	-1	1000	0	13	-1	13 JB 10    		Ancien poteau béton jumelé	648	500	0	0	RECTD
13 JB 12,5  	BE	JB  	S	25	0.6	-1	1000	0	13	-1	13 JB 12,5  		Ancien poteau béton jumelé	648	500	0	0	RECTD
13 JB 16    	BE	JB  	S	32	0.6	-1	1000	0	13	-1	13 JB 16    		Ancien poteau béton jumelé	696	540	0	0	RECTD
13 JB 20    	BE	JB  	S	40	0.6	-1	1000	0	13	-1	13 JB 20    		Ancien poteau béton jumelé	744	580	0	0	RECTD
13 JB 25    	BE	JB  	S	50	0.6	-1	1000	0	13	-1	13 JB 25    		Ancien poteau béton jumelé	792	620	0	0	RECTD
13 JC 2,5   	BE	JC  	S	5	1	-1	1000	0	13	-1	13 JC 2,5   		Ancien poteau béton jumelé	390	780	0	0	RECTD
13 JC 3     	BE	JC  	S	6	1	-1	1000	0	13	-1	13 JC 3     		Ancien poteau béton jumelé	390	780	0	0	RECTD
13 JC 4     	BE	JC  	S	8	1	-1	1000	0	13	-1	13 JC 4     		Ancien poteau béton jumelé	390	780	0	0	RECTD
13 JC 5     	BE	JC  	S	10	1	-1	1000	0	13	-1	13 JC 5     		Ancien poteau béton jumelé	425	850	0	0	RECTD
13 JC 6,5   	BE	JC  	S	13	1	-1	1000	0	13	-1	13 JC 6,5   		Ancien poteau béton jumelé	425	850	0	0	RECTD
13 JC 8     	BE	JC  	S	16	1	-1	1000	0	13	-1	13 JC 8     		Ancien poteau béton jumelé	460	920	0	0	RECTD
13 JC 10    	BE	JC  	S	20	1	-1	1000	0	13	-1	13 JC 10    		Ancien poteau béton jumelé	460	920	0	0	RECTD
13 JC 12,5  	BE	JC  	S	25	1	-1	1000	0	13	-1	13 JC 12,5  		Ancien poteau béton jumelé	495	990	0	0	RECTD
13 JC 16    	BE	JC  	S	32	1	-1	1000	0	13	-1	13 JC 16    		Ancien poteau béton jumelé	530	1060	0	0	RECTD
13 JC 20    	BE	JC  	S	40	1	-1	1000	0	13	-1	13 JC 20    		Ancien poteau béton jumelé	530	1060	0	0	RECTD
13 JC 25    	BE	JC  	S	50	1	-1	1000	0	13	-1	13 JC 25    		Ancien poteau béton jumelé	565	1130	0	0	RECTD
13 JD 3,2   	BE	JD  	S	6.5	0.5	-1	1000	0	13	-1	13 JD 3,2   		Béton rectangulaire jumelé	612	460	75	75	RECTD
13 JD 4     	BE	JD  	S	8	0.5	-1	1000	0	13	-1	13 JD 4     		Béton rectangulaire jumelé	612	460	75	90	RECTD
13 JD 5     	BE	JD  	S	10	0.5	-1	1000	0	13	-1	13 JD 5     		Béton rectangulaire jumelé	652	500	75	0	RECTD
13 JD 6,5   	BE	JD  	S	12.5	0.5	-1	1000	0	13	-1	13 JD 6,5   		Béton rectangulaire jumelé	652	500	80	0	RECTD
13 JD 8     	BE	JD  	S	16	0.5	-1	1000	0	13	-1	13 JD 8     		Béton rectangulaire jumelé	692	540	100	0	RECTD
13 JD 10    	BE	JD  	S	20	0.5	-1	1000	0	13	-1	13 JD 10    		Béton rectangulaire jumelé	732	580	130	0	RECTD
13 JD 12,5  	BE	JD  	S	25	0.5	-1	1000	0	13	-1	13 JD 12,5  		Béton rectangulaire jumelé	732	580	150	0	RECTD
13 JD 16    	BE	JD  	S	32	0.5	-1	1000	0	13	-1	13 JD 16    		Béton rectangulaire jumelé	772	620	180	0	RECTD
13 ER 8     	BE	ER  	S	8	0	-1	1000	0	13	-1	13 ER 8     		Béton simple carré	550	550	70	90	CARRE
13 ER 10    	BE	ER  	S	10	0	-1	1000	0	13	-1	13 ER 10    		Béton simple carré	575	575	70	0	CARRE
13 ER 12,5  	BE	ER  	S	12.5	0	-1	1000	0	13	-1	13 ER 12,5  		Béton simple carré	600	600	80	0	CARRE
13 ER 16    	BE	ER  	S	16	0	-1	1000	0	13	-1	13 ER 16    		Béton simple carré	625	625	100	0	CARRE
13 ER 20    	BE	ER  	S	20	0	-1	1000	0	13	-1	13 ER 20    		Béton simple carré	650	650	130	0	CARRE
13 JER 8    	BE	JER 	S	16	0	-1	1000	0	13	-1	13 JER 8    		Béton carré jumelé	550	1100	100	0	RECTD
13 JER 10   	BE	JER 	S	20	0	-1	1000	0	13	-1	13 JER 10   		Béton carré jumelé	575	1150	130	0	RECTD
13 JER 12,5 	BE	JER 	S	25	0	-1	1000	0	13	-1	13 JER 12,5 		Béton carré jumelé	600	1200	150	0	RECTD
13 JER 16   	BE	JER 	S	32	0	-1	1000	0	13	-1	13 JER 16   		Béton carré jumelé	625	1250	180	0	RECTD
13 JER 20   	BE	JER 	S	40	0	-1	1000	0	13	-1	13 JER 20   		Béton carré jumelé	650	1300	200	0	RECTD
14 S 1      	BO	S   	S	1	0	0.35	0	0	14	-1	14 S 1      		Simple bois	222	222	40	40	RONDBT
14 S 1,4    	BO	S   	S	1.4	0	0.45	0	0	14	-1	14 S 1,4    		Simple bois	242	242	40	40	RONDBT
14 S 1,9    	BO	S   	S	1.9	0	0.65	0	0	14	-1	14 S 1,9    		Simple bois	267	267	45	40	RONDBT
14 S 2,55   	BO	S   	S	2.55	0	0.85	0	0	14	-1	14 S 2,55   		Simple bois	288	288	45	45	RONDBT
14 S 3,25   	BO	S   	S	3.25	0	1.1	0	0	14	-1	14 S 3,25   		Simple bois	308	308	50	50	RONDBT
14 S 4,3    	BO	S   	S	4.3	0	1.5	0	0	14	-1	14 S 4,3    		Simple bois	333	333	60	90	RONDBT
14 S 5,5    	BO	S   	S	5.5	0	2	0	0	14	-1	14 S 5,5    		Simple bois	358	358	60	90	RONDBT
14 JS 1     	BO	JS  	S	2.55	0.85	1	0.66	0	14	-1	14 JS 1     		Jumelé bois	222	444	45	45	RONDD
14 JS 1,4   	BO	JS  	S	3.2	0.85	1.4	0.66	0	14	-1	14 JS 1,4   		Jumelé bois	242	484	50	65	RONDD
14 JS 1,9   	BO	JS  	S	5	0.85	2	0.66	0	14	-1	14 JS 1,9   		Jumelé bois	267	534	70	90	RONDD
14 JS 2,55  	BO	JS  	S	6.5	0.85	2.6	0.66	0	14	-1	14 JS 2,55  		Jumelé bois	288	576	85	0	RONDD
14 JS 3,25  	BO	JS  	S	8	0.85	3.3	0.66	0	14	-1	14 JS 3,25  		Jumelé bois	308	616	110	0	RONDD
14 JS 4,3   	BO	JS  	S	10.1	0.85	4.3	0.66	0	14	-1	14 JS 4,3   		Jumelé bois	333	666	110	0	RONDD
14 CFY 1,4  	BO	CFY 	S	6.5	0.5	6.5	0.15	0	14	-1	14 CFY 1,4  		Contrefiché bois    	484	484	0	0	RONDD
14 CFY 2,55 	BO	CFY 	S	10	0.5	10	0.15	0	14	-1	14 CFY 2,55 		Contrefiché bois    	576	576	30	35	RONDD
14 CFZ 1,4  	BO	CFZ 	S	9.3	0.35	9.3	0.1	0	14	-1	14 CFZ 1,4  		Contrefiché bois    	484	484	30	35	RONDD
14 CFZ 2,55 	BO	CFZ 	S	16	0.35	16	0.1	0	14	-1	14 CFZ 2,55 		Contrefiché bois    	576	576	35	45	RONDD
14 D 4      	BE	D   	S	4	0.5	-1	1000	0	14	-1	14 D 4      		Béton simple rectangulaire	318	480	50	70	RECT
14 D 5      	BE	D   	S	5	0.5	-1	1000	0	14	-1	14 D 5      		Béton simple rectangulaire	338	520	50	75	RECT
14 D 6,5    	BE	D   	S	6.5	0.5	-1	1000	0	14	-1	14 D 6,5    		Béton simple rectangulaire	338	520	50	75	RECT
14 D 8      	BE	D   	S	8	0.5	-1	1000	0	14	-1	14 D 8      		Béton simple rectangulaire	358	560	75	0	RECT
14 D 10     	BE	D   	S	10	0.5	-1	1000	0	14	-1	14 D 10     		Béton simple rectangulaire	378	600	75	0	RECT
14 D 12,5   	BE	D   	S	12.5	0.5	-1	1000	0	14	-1	14 D 12,5   		Béton simple rectangulaire	378	600	80	0	RECT
14 D 16     	BE	D   	S	16	0.5	-1	1000	0	14	-1	14 D 16     		Béton simple rectangulaire	398	640	105	0	RECT
14 E 8      	BE	E   	S	8	0	-1	1000	0	14	-1	14 E 8      		Béton simple carré	550	550	75	0	CARRE
14 E 10     	BE	E   	S	10	0	-1	1000	0	14	-1	14 E 10     		Béton simple carré	575	575	75	0	CARRE
14 E 12,5   	BE	E   	S	12.5	0	-1	1000	0	14	-1	14 E 12,5   		Béton simple carré	600	600	80	0	CARRE
14 E 16     	BE	E   	S	16	0	-1	1000	0	14	-1	14 E 16     		Béton simple carré	625	625	105	0	CARRE
14 E 20     	BE	E   	S	20	0	-1	1000	0	14	-1	14 E 20     		Béton simple carré	650	650	140	0	CARRE
14 E 25     	BE	E   	S	25	0	-1	1000	0	14	-1	14 E 25     		Béton simple carré	650	650	160	0	CARRE
14 E 32     	BE	E   	S	32	0	-1	1000	0	14	-1	14 E 32     		Béton simple carré	675	675	190	0	CARRE
14 E 40     	BE	E   	S	40	0	-1	1000	0	14	-1	14 E 40     		Béton simple carré	700	700	205	0	CARRE
14 JE 8     	BE	JE  	S	16	0	-1	1000	0	14	-1	14 JE 8     		Béton carré jumelé	550	1100	105	0	RECTD
14 JE 10    	BE	JE  	S	20	0	-1	1000	0	14	-1	14 JE 10    		Béton carré jumelé	575	1150	140	0	RECTD
14 JE 12,5  	BE	JE  	S	25	0	-1	1000	0	14	-1	14 JE 12,5  		Béton carré jumelé	600	1200	160	0	RECTD
14 JE 16    	BE	JE  	S	32	0	-1	1000	0	14	-1	14 JE 16    		Béton carré jumelé	625	1250	190	0	RECTD
14 JE 20    	BE	JE  	S	40	0	-1	1000	0	14	-1	14 JE 20    		Béton carré jumelé	650	1300	205	0	RECTD
14 JE 25    	BE	JE  	S	50	0	-1	1000	0	14	-1	14 JE 25    		Béton carré jumelé	650	1300	235	0	RECTD
14 JE 32    	BE	JE  	S	64	0	-1	1000	0	14	-1	14 JE 32    		Béton carré jumelé	675	1350	290	0	RECTD
14 JE 40    	BE	JE  	S	80	0	-1	1000	0	14	-1	14 JE 40    		Béton carré jumelé	700	1400	310	0	RECTD
14 A 3      	BE	A   	S	3	0.35	-1	1000	0	14	-1	14 A 3      		Ancien poteau béton simple rectangulaire	228	480	0	0	RECT
14 A 4      	BE	A   	S	4	0.35	-1	1000	0	14	-1	14 A 4      		Ancien poteau béton simple rectangulaire	228	480	0	0	RECT
14 A 5      	BE	A   	S	5	0.35	-1	1000	0	14	-1	14 A 5      		Ancien poteau béton simple rectangulaire	228	480	0	0	RECT
14 A 6,5    	BE	A   	S	6.5	0.35	-1	1000	0	14	-1	14 A 6,5    		Ancien poteau béton simple rectangulaire	244	520	0	0	RECT
14 A 8      	BE	A   	S	8	0.35	-1	1000	0	14	-1	14 A 8      		Ancien poteau béton simple rectangulaire	244	520	0	0	RECT
14 A 10     	BE	A   	S	10	0.35	-1	1000	0	14	-1	14 A 10     		Ancien poteau béton simple rectangulaire	244	520	0	0	RECT
14 A 12,5   	BE	A   	S	12.5	0.35	-1	1000	0	14	-1	14 A 12,5   		Ancien poteau béton simple rectangulaire	260	560	0	0	RECT
14 A 16     	BE	A   	S	16	0.35	-1	1000	0	14	-1	14 A 16     		Ancien poteau béton simple rectangulaire	260	560	0	0	RECT
14 A 20     	BE	A   	S	20	0.35	-1	1000	0	14	-1	14 A 20     		Ancien poteau béton simple rectangulaire	276	600	0	0	RECT
14 A 25     	BE	A   	S	25	0.35	-1	1000	0	14	-1	14 A 25     		Ancien poteau béton simple rectangulaire	276	600	0	0	RECT
14 B 2      	BE	B   	S	2	0.6	-1	1000	0	14	-1	14 B 2      		Ancien poteau béton simple rectangulaire	288	440	0	0	RECT
14 B 2,5    	BE	B   	S	2.5	0.6	-1	1000	0	14	-1	14 B 2,5    		Ancien poteau béton simple rectangulaire	288	440	0	0	RECT
14 B 3      	BE	B   	S	3	0.6	-1	1000	0	14	-1	14 B 3      		Ancien poteau béton simple rectangulaire	288	440	0	0	RECT
14 B 4      	BE	B   	S	4	0.6	-1	1000	0	14	-1	14 B 4      		Ancien poteau béton simple rectangulaire	288	440	0	0	RECT
14 B 5      	BE	B   	S	5	0.6	-1	1000	0	14	-1	14 B 5      		Ancien poteau béton simple rectangulaire	312	480	0	0	RECT
14 B 6,5    	BE	B   	S	6.5	0.6	-1	1000	0	14	-1	14 B 6,5    		Ancien poteau béton simple rectangulaire	312	480	0	0	RECT
14 B 8      	BE	B   	S	8	0.6	-1	1000	0	14	-1	14 B 8      		Ancien poteau béton simple rectangulaire	336	520	0	0	RECT
14 B 10     	BE	B   	S	10	0.6	-1	1000	0	14	-1	14 B 10     		Ancien poteau béton simple rectangulaire	336	520	0	0	RECT
14 B 12,5   	BE	B   	S	12.5	0.6	-1	1000	0	14	-1	14 B 12,5   		Ancien poteau béton simple rectangulaire	336	520	0	0	RECT
14 B 16     	BE	B   	S	16	0.6	-1	1000	0	14	-1	14 B 16     		Ancien poteau béton simple rectangulaire	360	560	0	0	RECT
14 B 20     	BE	B   	S	20	0.6	-1	1000	0	14	-1	14 B 20     		Ancien poteau béton simple rectangulaire	384	600	0	0	RECT
14 B 25     	BE	B   	S	25	0.6	-1	1000	0	14	-1	14 B 25     		Ancien poteau béton simple rectangulaire	408	640	0	0	RECT
14 B 32     	BE	B   	S	32	0.6	-1	1000	0	14	-1	14 B 32     		Ancien poteau béton simple rectangulaire	408	640	0	0	RECT
14 C 2,5    	BE	C   	S	2.5	1	-1	1000	0	14	-1	14 C 2,5    		Ancien poteau béton simple carré ou rond	410	410	0	0	CARRE
14 C 3      	BE	C   	S	3	1	-1	1000	0	14	-1	14 C 3      		Ancien poteau béton simple carré ou rond	410	410	0	0	CARRE
14 C 4      	BE	C   	S	4	1	-1	1000	0	14	-1	14 C 4      		Ancien poteau béton simple carré ou rond	410	410	0	0	CARRE
14 C 5      	BE	C   	S	5	1	-1	1000	0	14	-1	14 C 5      		Ancien poteau béton simple carré ou rond	445	445	0	0	CARRE
14 C 6,5    	BE	C   	S	6.5	1	-1	1000	0	14	-1	14 C 6,5    		Ancien poteau béton simple carré ou rond	445	445	0	0	CARRE
14 C 8      	BE	C   	S	8	1	-1	1000	0	14	-1	14 C 8      		Ancien poteau béton simple carré ou rond	480	480	0	0	CARRE
14 C 10     	BE	C   	S	10	1	-1	1000	0	14	-1	14 C 10     		Ancien poteau béton simple carré ou rond	480	480	0	0	CARRE
14 C 12,5   	BE	C   	S	12.5	1	-1	1000	0	14	-1	14 C 12,5   		Ancien poteau béton simple carré ou rond	515	515	0	0	CARRE
14 C 16     	BE	C   	S	16	1	-1	1000	0	14	-1	14 C 16     		Ancien poteau béton simple carré ou rond	550	550	0	0	CARRE
14 C 20     	BE	C   	S	20	1	-1	1000	0	14	-1	14 C 20     		Ancien poteau béton simple carré ou rond	550	550	0	0	CARRE
14 C 25     	BE	C   	S	25	1	-1	1000	0	14	-1	14 C 25     		Ancien poteau béton simple carré ou rond	585	585	0	0	CARRE
14 C 32     	BE	C   	S	32	1	-1	1000	0	14	-1	14 C 32     		Ancien poteau béton simple carré ou rond	620	620	0	0	CARRE
14 C 40     	BE	C   	S	40	1	-1	1000	0	14	-1	14 C 40     		Ancien poteau béton simple carré ou rond	620	620	0	0	CARRE
14 JA 3     	BE	JA  	S	6	0.35	-1	1000	0	14	-1	14 JA 3     		Ancien poteau béton jumelé	456	480	0	0	RECTD
14 JA 4     	BE	JA  	S	8	0.35	-1	1000	0	14	-1	14 JA 4     		Ancien poteau béton jumelé	456	480	0	0	RECTD
14 JA 5     	BE	JA  	S	10	0.35	-1	1000	0	14	-1	14 JA 5     		Ancien poteau béton jumelé	456	480	0	0	RECTD
14 JA 6,5   	BE	JA  	S	13	0.35	-1	1000	0	14	-1	14 JA 6,5   		Ancien poteau béton jumelé	488	520	0	0	RECTD
14 JA 8     	BE	JA  	S	16	0.35	-1	1000	0	14	-1	14 JA 8     		Ancien poteau béton jumelé	488	520	0	0	RECTD
14 JA 10    	BE	JA  	S	20	0.35	-1	1000	0	14	-1	14 JA 10    		Ancien poteau béton jumelé	488	520	0	0	RECTD
14 JA 12,5  	BE	JA  	S	25	0.35	-1	1000	0	14	-1	14 JA 12,5  		Ancien poteau béton jumelé	520	560	0	0	RECTD
14 JA 16    	BE	JA  	S	32	0.35	-1	1000	0	14	-1	14 JA 16    		Ancien poteau béton jumelé	520	560	0	0	RECTD
14 JA 20    	BE	JA  	S	40	0.35	-1	1000	0	14	-1	14 JA 20    		Ancien poteau béton jumelé	552	600	0	0	RECTD
14 JA 25    	BE	JA  	S	50	0.35	-1	1000	0	14	-1	14 JA 25    		Ancien poteau béton jumelé	552	600	0	0	RECTD
14 JB 2     	BE	JB  	S	4	0.6	-1	1000	0	14	-1	14 JB 2     		Ancien poteau béton jumelé	576	440	0	0	RECTD
14 JB 2,5   	BE	JB  	S	5	0.6	-1	1000	0	14	-1	14 JB 2,5   		Ancien poteau béton jumelé	576	440	0	0	RECTD
14 JB 3     	BE	JB  	S	6	0.6	-1	1000	0	14	-1	14 JB 3     		Ancien poteau béton jumelé	576	440	0	0	RECTD
14 JB 4     	BE	JB  	S	8	0.6	-1	1000	0	14	-1	14 JB 4     		Ancien poteau béton jumelé	576	440	0	0	RECTD
14 JB 5     	BE	JB  	S	10	0.6	-1	1000	0	14	-1	14 JB 5     		Ancien poteau béton jumelé	624	480	0	0	RECTD
14 JB 6,5   	BE	JB  	S	13	0.6	-1	1000	0	14	-1	14 JB 6,5   		Ancien poteau béton jumelé	624	480	0	0	RECTD
14 JB 8     	BE	JB  	S	16	0.6	-1	1000	0	14	-1	14 JB 8     		Ancien poteau béton jumelé	672	520	0	0	RECTD
14 JB 10    	BE	JB  	S	20	0.6	-1	1000	0	14	-1	14 JB 10    		Ancien poteau béton jumelé	672	520	0	0	RECTD
14 JB 12,5  	BE	JB  	S	25	0.6	-1	1000	0	14	-1	14 JB 12,5  		Ancien poteau béton jumelé	672	520	0	0	RECTD
14 JB 16    	BE	JB  	S	32	0.6	-1	1000	0	14	-1	14 JB 16    		Ancien poteau béton jumelé	720	560	0	0	RECTD
14 JB 20    	BE	JB  	S	40	0.6	-1	1000	0	14	-1	14 JB 20    		Ancien poteau béton jumelé	768	600	0	0	RECTD
14 JB 25    	BE	JB  	S	50	0.6	-1	1000	0	14	-1	14 JB 25    		Ancien poteau béton jumelé	816	640	0	0	RECTD
14 JC 2,5   	BE	JC  	S	5	1	-1	1000	0	14	-1	14 JC 2,5   		Ancien poteau béton jumelé	410	820	0	0	RECTD
14 JC 3     	BE	JC  	S	6	1	-1	1000	0	14	-1	14 JC 3     		Ancien poteau béton jumelé	410	820	0	0	RECTD
14 JC 4     	BE	JC  	S	8	1	-1	1000	0	14	-1	14 JC 4     		Ancien poteau béton jumelé	410	820	0	0	RECTD
14 JC 5     	BE	JC  	S	10	1	-1	1000	0	14	-1	14 JC 5     		Ancien poteau béton jumelé	445	890	0	0	RECTD
14 JC 6,5   	BE	JC  	S	13	1	-1	1000	0	14	-1	14 JC 6,5   		Ancien poteau béton jumelé	445	890	0	0	RECTD
14 JC 8     	BE	JC  	S	16	1	-1	1000	0	14	-1	14 JC 8     		Ancien poteau béton jumelé	480	960	0	0	RECTD
14 JC 10    	BE	JC  	S	20	1	-1	1000	0	14	-1	14 JC 10    		Ancien poteau béton jumelé	480	960	0	0	RECTD
14 JC 12,5  	BE	JC  	S	25	1	-1	1000	0	14	-1	14 JC 12,5  		Ancien poteau béton jumelé	515	1030	0	0	RECTD
14 JC 16    	BE	JC  	S	32	1	-1	1000	0	14	-1	14 JC 16    		Ancien poteau béton jumelé	550	1100	0	0	RECTD
14 JC 20    	BE	JC  	S	40	1	-1	1000	0	14	-1	14 JC 20    		Ancien poteau béton jumelé	550	1100	0	0	RECTD
14 JC 25    	BE	JC  	S	50	1	-1	1000	0	14	-1	14 JC 25    		Ancien poteau béton jumelé	585	1170	0	0	RECTD
14 JD 4     	BE	JD  	S	8	0.5	-1	1000	0	14	-1	14 JD 4     		Béton rectangulaire jumelé	636	480	80	0	RECTD
14 JD 5     	BE	JD  	S	10	0.5	-1	1000	0	14	-1	14 JD 5     		Béton rectangulaire jumelé	676	520	80	0	RECTD
14 JD 6,5   	BE	JD  	S	12.5	0.5	-1	1000	0	14	-1	14 JD 6,5   		Béton rectangulaire jumelé	676	520	80	0	RECTD
14 JD 8     	BE	JD  	S	16	0.5	-1	1000	0	14	-1	14 JD 8     		Béton rectangulaire jumelé	716	560	105	0	RECTD
14 JD 10    	BE	JD  	S	20	0.5	-1	1000	0	14	-1	14 JD 10    		Béton rectangulaire jumelé	756	600	140	0	RECTD
14 JD 12,5  	BE	JD  	S	25	0.5	-1	1000	0	14	-1	14 JD 12,5  		Béton rectangulaire jumelé	756	600	160	0	RECTD
